date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:16:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Oct%202022%2004:16:04%20GMT	https://sunup.edu.bd/?p=321	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/index8ee7.html	(from https://sunup.edu.bd/mission-vision/)
10:16:04	2462/2462	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2004:16:04%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Fmission-vision%2F	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embeda695.json	(from https://sunup.edu.bd/mission-vision/)
10:16:05	2529/2529	---M-Z	200	added ('OK')	text/xml	date:Fri,%2021%20Oct%202022%2004:16:05%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Fmission-vision%2F&format=xml	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embed5e01	(from https://sunup.edu.bd/mission-vision/)
10:16:06	6172/6172	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2004:16:06%20GMT	https://sunup.edu.bd/wp-json/wp/v2/pages/322	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/wp/v2/pages/322.json	(from https://sunup.edu.bd/aims-objectives/)
10:16:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Oct%202022%2004:16:07%20GMT	https://sunup.edu.bd/?p=322	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/indexeffc.html	(from https://sunup.edu.bd/aims-objectives/)
10:16:08	2467/2467	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2004:16:08%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Faims-objectives%2F	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embed309a.json	(from https://sunup.edu.bd/aims-objectives/)
10:16:09	216466/216466	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Aug%202021%2010:32:04%20GMT	https://sunup.edu.bd/wp-content/uploads/2021/08/Mission-Vision-of-SunUp-1024x616.png	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2021/08/Mission-Vision-of-SunUp-1024x616.png	(from https://sunup.edu.bd/mission-vision/)
10:16:09	2534/2534	---M-Z	200	added ('OK')	text/xml	date:Fri,%2021%20Oct%202022%2004:16:09%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Faims-objectives%2F&format=xml	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embedb173	(from https://sunup.edu.bd/aims-objectives/)
10:16:10	5437/5437	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2004:16:10%20GMT	https://sunup.edu.bd/wp-json/wp/v2/pages/323	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/wp/v2/pages/323.json	(from https://sunup.edu.bd/salient-features/)
10:16:11	2451/2451	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2004:16:11%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Fsalient-features%2F	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embed24e9.json	(from https://sunup.edu.bd/salient-features/)
10:16:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Oct%202022%2004:16:11%20GMT	https://sunup.edu.bd/?p=323	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/index3cee.html	(from https://sunup.edu.bd/salient-features/)
10:16:12	2521/2521	---M-Z	200	added ('OK')	text/xml	date:Fri,%2021%20Oct%202022%2004:16:12%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Fsalient-features%2F&format=xml	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embed9e8c	(from https://sunup.edu.bd/salient-features/)
10:16:13	8462/8462	---MC-	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2004:16:12%20GMT	https://sunup.edu.bd/wp-json/wp/v2/pages/333	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/wp/v2/pages/333.json	(from https://sunup.edu.bd/campus-1/)
10:16:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Oct%202022%2004:16:13%20GMT	https://sunup.edu.bd/?p=333	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/indexf604.html	(from https://sunup.edu.bd/campus-1/)
10:16:14	2453/2453	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2004:16:14%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Fcampus-1%2F	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embedc6a6.json	(from https://sunup.edu.bd/campus-1/)
10:16:14	2526/2526	---M-Z	200	added ('OK')	text/xml	date:Fri,%2021%20Oct%202022%2004:16:14%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Fcampus-1%2F&format=xml	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embed1fae	(from https://sunup.edu.bd/campus-1/)
10:16:15	10605/10605	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Aug%202021%2004:50:29%20GMT	https://sunup.edu.bd/wp-content/uploads/2021/08/Locatopn-Icons-of-SunUp-300x249.png	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2021/08/Locatopn-Icons-of-SunUp-300x249.png	(from https://sunup.edu.bd/campus-1/)
10:16:15	9950/9950	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Aug%202021%2004:50:41%20GMT	https://sunup.edu.bd/wp-content/uploads/2021/08/Phone-Icon-of-SunUp-2-300x250.png	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2021/08/Phone-Icon-of-SunUp-2-300x250.png	(from https://sunup.edu.bd/campus-1/)
10:16:15	6664/6664	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Aug%202021%2004:36:10%20GMT	https://sunup.edu.bd/wp-content/uploads/2021/08/Information-Desk-Icons-of-SunUp-300x249.png	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2021/08/Information-Desk-Icons-of-SunUp-300x249.png	(from https://sunup.edu.bd/campus-1/)
10:16:16	8426/8426	---MC-	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2004:16:16%20GMT	https://sunup.edu.bd/wp-json/wp/v2/pages/334	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/wp/v2/pages/334.json	(from https://sunup.edu.bd/campus-2/)
10:16:17	2453/2453	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2004:16:17%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Fcampus-2%2F	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embed5c5b.json	(from https://sunup.edu.bd/campus-2/)
10:16:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Oct%202022%2004:16:17%20GMT	https://sunup.edu.bd/?p=334	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/indexd06c.html	(from https://sunup.edu.bd/campus-2/)
10:16:19	2526/2526	---M-Z	200	added ('OK')	text/xml	date:Fri,%2021%20Oct%202022%2004:16:19%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Fcampus-2%2F&format=xml	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embed757c	(from https://sunup.edu.bd/campus-2/)
10:16:20	6683/6683	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2004:16:20%20GMT	https://sunup.edu.bd/wp-json/wp/v2/pages/340	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/wp/v2/pages/340.json	(from https://sunup.edu.bd/admission-notice/)
10:16:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Oct%202022%2004:16:21%20GMT	https://sunup.edu.bd/?p=340	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/index80a3.html	(from https://sunup.edu.bd/admission-notice/)
10:16:21	2451/2451	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2004:16:21%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Fadmission-notice%2F	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embed2cf0.json	(from https://sunup.edu.bd/admission-notice/)
10:16:22	2521/2521	---M-Z	200	added ('OK')	text/xml	date:Fri,%2021%20Oct%202022%2004:16:22%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Fadmission-notice%2F&format=xml	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embedea8f	(from https://sunup.edu.bd/admission-notice/)
10:16:23	3669/3669	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2004:16:23%20GMT	https://sunup.edu.bd/wp-json/wp/v2/pages/833	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/wp/v2/pages/833.json	(from https://sunup.edu.bd/our-brochure/)
10:16:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Oct%202022%2004:16:24%20GMT	https://sunup.edu.bd/?p=833	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/index6fdb.html	(from https://sunup.edu.bd/our-brochure/)
10:16:25	2431/2431	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2004:16:24%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Four-brochure%2F	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embedafff.json	(from https://sunup.edu.bd/our-brochure/)
10:16:26	2501/2501	---M-Z	200	added ('OK')	text/xml	date:Fri,%2021%20Oct%202022%2004:16:26%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Four-brochure%2F&format=xml	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embed052a	(from https://sunup.edu.bd/our-brochure/)
10:16:28	6072/6072	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2004:16:27%20GMT	https://sunup.edu.bd/wp-json/wp/v2/pages/343	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/wp/v2/pages/343.json	(from https://sunup.edu.bd/academics-programme/)
10:16:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Oct%202022%2004:16:28%20GMT	https://sunup.edu.bd/?p=343	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/index3e1b.html	(from https://sunup.edu.bd/academics-programme/)
10:16:29	2466/2466	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2004:16:29%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Facademics-programme%2F	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embed68eb.json	(from https://sunup.edu.bd/academics-programme/)
10:16:30	2536/2536	---M-Z	200	added ('OK')	text/xml	date:Fri,%2021%20Oct%202022%2004:16:30%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Facademics-programme%2F&format=xml	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embedd1cc	(from https://sunup.edu.bd/academics-programme/)
10:16:31	3265/3265	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jan%202020%2006:32:30%20GMT	https://sunup.edu.bd/wp-content/uploads/2020/01/title.png	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2020/01/title.png	(from https://sunup.edu.bd/academics-programme/)
10:16:32	2429/2429	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2004:16:32%20GMT	https://sunup.edu.bd/wp-json/wp/v2/pages/345	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/wp/v2/pages/345.json	(from https://sunup.edu.bd/admission-form/)
10:16:32	199042/199042	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202020%2007:01:43%20GMT	https://sunup.edu.bd/wp-content/uploads/2020/01/Sunup-School-Background.jpg	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2020/01/Sunup-School-Background.jpg	(from https://sunup.edu.bd/academics-programme/)
10:16:33	232172/232172	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202020%2009:36:18%20GMT	https://sunup.edu.bd/wp-content/uploads/2020/01/Sunup-Leaflet-Main-783x1024.jpg	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2020/01/Sunup-Leaflet-Main-783x1024.jpg	(from https://sunup.edu.bd/our-brochure/)
10:16:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Oct%202022%2004:16:32%20GMT	https://sunup.edu.bd/?p=345	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/index50ca.html	(from https://sunup.edu.bd/admission-form/)
10:16:33	2441/2441	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2004:16:33%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Fadmission-form%2F	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embedc937.json	(from https://sunup.edu.bd/admission-form/)
10:16:34	2511/2511	---M-Z	200	added ('OK')	text/xml	date:Fri,%2021%20Oct%202022%2004:16:34%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Fadmission-form%2F&format=xml	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embed4d0a	(from https://sunup.edu.bd/admission-form/)
10:16:35	10532/10532	---MC-	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2004:16:35%20GMT	https://sunup.edu.bd/wp-json/wp/v2/pages/356	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/wp/v2/pages/356.json	(from https://sunup.edu.bd/management/)
10:16:36	2421/2421	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2004:16:36%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Fmanagement%2F	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embedcc28.json	(from https://sunup.edu.bd/management/)
10:16:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Oct%202022%2004:16:36%20GMT	https://sunup.edu.bd/?p=356	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/index57e7.html	(from https://sunup.edu.bd/management/)
10:16:38	2491/2491	---M-Z	200	added ('OK')	text/xml	date:Fri,%2021%20Oct%202022%2004:16:38%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Fmanagement%2F&format=xml	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embede55b	(from https://sunup.edu.bd/management/)
10:16:40	330933/330933	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Aug%202021%2010:05:19%20GMT	https://sunup.edu.bd/wp-content/uploads/2021/08/Md.-Faizur-Rahman-Vice-%e2%80%93-Principal-SunUp-755x1024.png	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2021/08/Md.-Faizur-Rahman-Vice-%e2%80%93-Principal-SunUp-755x1024.png	(from https://sunup.edu.bd/management/)
10:16:41	7309/7309	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2004:16:41%20GMT	https://sunup.edu.bd/wp-json/wp/v2/pages/358	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/wp/v2/pages/358.json	(from https://sunup.edu.bd/academic-head/)
10:16:41	414601/414601	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Aug%202021%2010:03:55%20GMT	https://sunup.edu.bd/wp-content/uploads/2021/08/Adv.-Md.-Mossaddeque-Ali-Moni-Director-SunUp-755x1024.png	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2021/08/Adv.-Md.-Mossaddeque-Ali-Moni-Director-SunUp-755x1024.png	(from https://sunup.edu.bd/management/)
10:16:42	332375/332375	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Aug%202021%2010:04:38%20GMT	https://sunup.edu.bd/wp-content/uploads/2021/08/Kazi-Shamsun-Naher-Alo-Principal-SunUp-757x1024.png	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2021/08/Kazi-Shamsun-Naher-Alo-Principal-SunUp-757x1024.png	(from https://sunup.edu.bd/management/)
10:16:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Oct%202022%2004:16:42%20GMT	https://sunup.edu.bd/?p=358	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/indexf5a4.html	(from https://sunup.edu.bd/academic-head/)
10:16:42	2436/2436	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2004:16:42%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Facademic-head%2F	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embed4292.json	(from https://sunup.edu.bd/academic-head/)
10:16:43	2506/2506	---M-Z	200	added ('OK')	text/xml	date:Fri,%2021%20Oct%202022%2004:16:43%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Facademic-head%2F&format=xml	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embedc190	(from https://sunup.edu.bd/academic-head/)
10:16:44	67174/67174	---MC-	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2004:16:43%20GMT	https://sunup.edu.bd/wp-json/wp/v2/pages/359	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/wp/v2/pages/359.json	(from https://sunup.edu.bd/teachers/)
10:16:44	2408/2408	---M--	200	added ('OK')	application/json	date:Fri,%2021%20Oct%202022%2004:16:44%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Fteachers%2F	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embed1f79.json	(from https://sunup.edu.bd/teachers/)
10:16:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Oct%202022%2004:16:44%20GMT	https://sunup.edu.bd/?p=359	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/indexcaf0.html	(from https://sunup.edu.bd/teachers/)
10:16:45	2478/2478	---M-Z	200	added ('OK')	text/xml	date:Fri,%2021%20Oct%202022%2004:16:45%20GMT	https://sunup.edu.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsunup.edu.bd%2Fteachers%2F&format=xml	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-json/oembed/1.0/embeddf1d	(from https://sunup.edu.bd/teachers/)
10:16:47	105531/105531	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jan%202020%2006:16:21%20GMT	https://sunup.edu.bd/wp-content/uploads/2020/01/9-1.jpg	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2020/01/9-1.jpg	(from https://sunup.edu.bd/teachers/)
10:16:48	265762/265762	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Sep%202021%2004:08:40%20GMT	https://sunup.edu.bd/wp-content/uploads/2021/09/Kazi-Shamsun-Naher-Alo-Principal-SunUp-International-School-College_Bck.png	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2021/09/Kazi-Shamsun-Naher-Alo-Principal-SunUp-International-School-College_Bck.png	(from https://sunup.edu.bd/teachers/)
10:16:49	110485/110485	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Jan%202020%2006:42:36%20GMT	https://sunup.edu.bd/wp-content/uploads/2020/01/Md.-Faizur-Rahman.png	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2020/01/Md.-Faizur-Rahman.png	(from https://sunup.edu.bd/teachers/)
10:16:54	283881/283881	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Mar%202020%2005:01:29%20GMT	https://sunup.edu.bd/wp-content/uploads/2020/03/Tamanna-Monowar.png	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2020/03/Tamanna-Monowar.png	(from https://sunup.edu.bd/teachers/)
10:16:55	317675/317675	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Mar%202020%2005:00:50%20GMT	https://sunup.edu.bd/wp-content/uploads/2020/03/S.-M.-Rumy-Hossain.png	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2020/03/S.-M.-Rumy-Hossain.png	(from https://sunup.edu.bd/teachers/)
10:16:55	237789/237789	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Mar%202020%2004:59:44%20GMT	https://sunup.edu.bd/wp-content/uploads/2020/03/Md.-Naharul-Hayat.png	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2020/03/Md.-Naharul-Hayat.png	(from https://sunup.edu.bd/teachers/)
10:16:56	373187/373187	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Mar%202020%2004:59:31%20GMT	https://sunup.edu.bd/wp-content/uploads/2020/03/Md.-Fayshal-Ahamed.png	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2020/03/Md.-Fayshal-Ahamed.png	(from https://sunup.edu.bd/teachers/)
10:16:57	56708/56708	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Oct%202021%2006:18:31%20GMT	https://sunup.edu.bd/wp-content/uploads/2021/10/Irin-Shultana.jpg	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2021/10/Irin-Shultana.jpg	(from https://sunup.edu.bd/teachers/)
10:16:58	380463/380463	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Mar%202020%2005:00:55%20GMT	https://sunup.edu.bd/wp-content/uploads/2020/03/Shakila-Taskin-Shampa.png	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2020/03/Shakila-Taskin-Shampa.png	(from https://sunup.edu.bd/teachers/)
10:17:00	378940/378940	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Mar%202020%2005:16:04%20GMT	https://sunup.edu.bd/wp-content/uploads/2020/03/Zinat-Rehana.png	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2020/03/Zinat-Rehana.png	(from https://sunup.edu.bd/teachers/)
10:17:00	242566/242566	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Jan%202020%2007:28:06%20GMT	https://sunup.edu.bd/wp-content/uploads/2020/01/Ummey-Habiba-Lovely.png	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2020/01/Ummey-Habiba-Lovely.png	(from https://sunup.edu.bd/teachers/)
10:17:02	206646/206646	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Jan%202020%2007:30:21%20GMT	https://sunup.edu.bd/wp-content/uploads/2020/01/Zhumur-Zaman.png	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2020/01/Zhumur-Zaman.png	(from https://sunup.edu.bd/teachers/)
10:17:02	305101/305101	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Jan%202020%2007:29:25%20GMT	https://sunup.edu.bd/wp-content/uploads/2020/01/Arzu-Pervin.png	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2020/01/Arzu-Pervin.png	(from https://sunup.edu.bd/teachers/)
10:17:03	76401/76401	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Mar%202020%2011:31:01%20GMT	https://sunup.edu.bd/wp-content/uploads/2020/03/Murchona-Moyukh.jpg	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2020/03/Murchona-Moyukh.jpg	(from https://sunup.edu.bd/teachers/)
10:17:03	284814/284814	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Jan%202020%2007:40:35%20GMT	https://sunup.edu.bd/wp-content/uploads/2020/01/Md.-Shamsuzzaman-Lintu.png	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2020/01/Md.-Shamsuzzaman-Lintu.png	(from https://sunup.edu.bd/teachers/)
10:17:05	123936/123936	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Jan%202020%2009:17:57%20GMT	https://sunup.edu.bd/wp-content/uploads/2020/01/Janntul-Ferdous-Labonno.png	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2020/01/Janntul-Ferdous-Labonno.png	(from https://sunup.edu.bd/teachers/)
10:17:06	439214/439214	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Mar%202020%2005:01:03%20GMT	https://sunup.edu.bd/wp-content/uploads/2020/03/Sonahar-Khatun-Tara.png	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2020/03/Sonahar-Khatun-Tara.png	(from https://sunup.edu.bd/teachers/)
10:17:06	303424/303424	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Jan%202020%2009:19:04%20GMT	https://sunup.edu.bd/wp-content/uploads/2020/01/Munjura-Parven-Labonee.png	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2020/01/Munjura-Parven-Labonee.png	(from https://sunup.edu.bd/teachers/)
10:17:06	84382/84382	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Mar%202020%2005:00:13%20GMT	https://sunup.edu.bd/wp-content/uploads/2020/03/Monira-Biswas-Shathi.jpg	C:/My%20Web%20Sites/MHTZ%20Education/sunup.edu.bd/wp-content/uploads/2020/03/Monira-Biswas-Shathi.jpg	(from https://sunup.edu.bd/teachers/)
